BLR - Categorization,Options,Builder / Developer,Building Name,Building Address / Location,Building Structure,Total Building Size [In Sq. Ft.],Available  Floors,Available - Area in Sft,Condition,Timeline
Whitefield,,Prestige Group,Prestige Technostar - Building 02,"Prestige Technostar, Doddanakundi Industrial Area 2, Phase 1, Brookefield, Bengaluru, Karnataka 560048",B + G + 9 Floors,"3,25,832 Sft",9F,"37,330 Sft",,Occupied
Whitefield,,Prestige Group,Prestige Technostar - Building 02,"Prestige Technostar, Doddanakundi Industrial Area 2, Phase 1, Brookefield, Bengaluru, Karnataka 560048",B + G + 9 Floors,"3,25,832 Sft",8F,"19,017 Sft",,Occupied
Whitefield,,Prestige Group,Prestige Technostar - Building 02,"Prestige Technostar, Doddanakundi Industrial Area 2, Phase 1, Brookefield, Bengaluru, Karnataka 560048",B + G + 9 Floors,"3,25,832 Sft",8F,"19,875 Sft",,Occupied
Whitefield,,Prestige Group,Prestige Technostar - Building 02,"Prestige Technostar, Doddanakundi Industrial Area 2, Phase 1, Brookefield, Bengaluru, Karnataka 560048",B + G + 9 Floors,"3,25,832 Sft",7F,"38,890 Sft",,Occupied
Whitefield,,Prestige Group,Prestige Technostar - Building 02,"Prestige Technostar, Doddanakundi Industrial Area 2, Phase 1, Brookefield, Bengaluru, Karnataka 560048",B + G + 9 Floors,"3,25,832 Sft",6F,"38,705 Sft",,Occupied
Whitefield,,Prestige Group,Prestige Technostar - Building 02,"Prestige Technostar, Doddanakundi Industrial Area 2, Phase 1, Brookefield, Bengaluru, Karnataka 560048",B + G + 9 Floors,"3,25,832 Sft",5F,"38,705 Sft",,Occupied
Whitefield,,Prestige Group,Prestige Technostar - Building 02,"Prestige Technostar, Doddanakundi Industrial Area 2, Phase 1, Brookefield, Bengaluru, Karnataka 560048",B + G + 9 Floors,"3,25,832 Sft",4F,"45,040 Sft",,Occupied
Whitefield,,Prestige Group,Prestige Technostar - Building 02,"Prestige Technostar, Doddanakundi Industrial Area 2, Phase 1, Brookefield, Bengaluru, Karnataka 560048",B + G + 9 Floors,"3,25,832 Sft",3F,"45,040 Sft",,Occupied
Whitefield,,Prestige Group,Prestige Technostar - Building 02,"Prestige Technostar, Doddanakundi Industrial Area 2, Phase 1, Brookefield, Bengaluru, Karnataka 560048",B + G + 9 Floors,"3,25,832 Sft",2F,"26,500 Sft",,Occupied
Whitefield,,Prestige Group,Prestige Technostar - Building 02,"Prestige Technostar, Doddanakundi Industrial Area 2, Phase 1, Brookefield, Bengaluru, Karnataka 560048",B + G + 9 Floors,"3,25,832 Sft",1F,"16,730 Sft",,Occupied
Whitefield,,Prestige Group,Prestige Technostar - Building 02,"Prestige Technostar, Doddanakundi Industrial Area 2, Phase 1, Brookefield, Bengaluru, Karnataka 560048",B + G + 9 Floors,"3,25,832 Sft",GF,"1,360 Sft",Fully Furnished,Immediate
Whitefield,,Prestige Group,Prestige Technostar - Building 03,"Prestige Technostar, Doddanakundi Industrial Area 2, Phase 1, Brookefield, Bengaluru, Karnataka 560048",B + G + 12 Floors,"3,70,995 Sft",12F,"29,150 Sft",,Occupied
Whitefield,,Prestige Group,Prestige Technostar - Building 03,"Prestige Technostar, Doddanakundi Industrial Area 2, Phase 1, Brookefield, Bengaluru, Karnataka 560048",B + G + 12 Floors,"3,70,995 Sft",11F,"29,150 Sft",,Occupied
Whitefield,,Prestige Group,Prestige Technostar - Building 03,"Prestige Technostar, Doddanakundi Industrial Area 2, Phase 1, Brookefield, Bengaluru, Karnataka 560048",B + G + 12 Floors,"3,70,995 Sft",10F,"29,150 Sft",,Occupied
Whitefield,,Prestige Group,Prestige Technostar - Building 03,"Prestige Technostar, Doddanakundi Industrial Area 2, Phase 1, Brookefield, Bengaluru, Karnataka 560048",B + G + 12 Floors,"3,70,995 Sft",9F,"31,485 Sft",,Occupied
Whitefield,,Prestige Group,Prestige Technostar - Building 03,"Prestige Technostar, Doddanakundi Industrial Area 2, Phase 1, Brookefield, Bengaluru, Karnataka 560048",B + G + 12 Floors,"3,70,995 Sft",8F,"31,485 Sft",,Occupied
Whitefield,,Prestige Group,Prestige Technostar - Building 03,"Prestige Technostar, Doddanakundi Industrial Area 2, Phase 1, Brookefield, Bengaluru, Karnataka 560048",B + G + 12 Floors,"3,70,995 Sft",7F,"31,485 Sft",,Occupied
Whitefield,,Prestige Group,Prestige Technostar - Building 03,"Prestige Technostar, Doddanakundi Industrial Area 2, Phase 1, Brookefield, Bengaluru, Karnataka 560048",B + G + 12 Floors,"3,70,995 Sft",6F,"33,355 Sft",,Occupied
Whitefield,,Prestige Group,Prestige Technostar - Building 03,"Prestige Technostar, Doddanakundi Industrial Area 2, Phase 1, Brookefield, Bengaluru, Karnataka 560048",B + G + 12 Floors,"3,70,995 Sft",5F,"31,870 Sft",,Occupied
Whitefield,,Prestige Group,Prestige Technostar - Building 03,"Prestige Technostar, Doddanakundi Industrial Area 2, Phase 1, Brookefield, Bengaluru, Karnataka 560048",B + G + 12 Floors,"3,70,995 Sft",4F,"31,870 Sft",,Occupied
Whitefield,,Prestige Group,Prestige Technostar - Building 03,"Prestige Technostar, Doddanakundi Industrial Area 2, Phase 1, Brookefield, Bengaluru, Karnataka 560048",B + G + 12 Floors,"3,70,995 Sft",3F,"31,870 Sft",,Occupied
Whitefield,,Prestige Group,Prestige Technostar - Building 03,"Prestige Technostar, Doddanakundi Industrial Area 2, Phase 1, Brookefield, Bengaluru, Karnataka 560048",B + G + 12 Floors,"3,70,995 Sft",2F,"31,870 Sft",,Occupied
Whitefield,,Prestige Group,Prestige Technostar - Building 03,"Prestige Technostar, Doddanakundi Industrial Area 2, Phase 1, Brookefield, Bengaluru, Karnataka 560048",B + G + 12 Floors,"3,70,995 Sft",1F,"8,910 Sft",,Occupied
Whitefield,,Prestige Group,Prestige Technostar - Building 03,"Prestige Technostar, Doddanakundi Industrial Area 2, Phase 1, Brookefield, Bengaluru, Karnataka 560048",B + G + 12 Floors,"3,70,995 Sft",1F,"19,345 Sft",,Occupied
Airport / Devanahalli,,Prestige Group,Prestige Terminus,"HAL Airport Road, Old Airport Arrival Rd, Murugeshpalya, Konena Agrahara, Bengaluru, Karnataka 560017",1B + G + 3 Floors,"37,355 Sft",3F,"1,755 Sft",,Occupied
Airport / Devanahalli,,Prestige Group,Prestige Terminus,"HAL Airport Road, Old Airport Arrival Rd, Murugeshpalya, Konena Agrahara, Bengaluru, Karnataka 560017",1B + G + 3 Floors,"37,355 Sft",3F,"6,555 Sft",Warm Shell,Immediate
Airport / Devanahalli,,Prestige Group,Prestige Terminus,"HAL Airport Road, Old Airport Arrival Rd, Murugeshpalya, Konena Agrahara, Bengaluru, Karnataka 560017",1B + G + 3 Floors,"37,355 Sft",3F,"2,580 Sft",Warm Shell,Immediate
Airport / Devanahalli,,Prestige Group,Prestige Terminus,"HAL Airport Road, Old Airport Arrival Rd, Murugeshpalya, Konena Agrahara, Bengaluru, Karnataka 560017",1B + G + 3 Floors,"37,355 Sft",2F,"4,885 Sft",,Occupied
Airport / Devanahalli,,Prestige Group,Prestige Terminus,"HAL Airport Road, Old Airport Arrival Rd, Murugeshpalya, Konena Agrahara, Bengaluru, Karnataka 560017",1B + G + 3 Floors,"37,355 Sft",2F,"4,070 Sft",Warm Shell,Immediate
Airport / Devanahalli,,Prestige Group,Prestige Terminus,"HAL Airport Road, Old Airport Arrival Rd, Murugeshpalya, Konena Agrahara, Bengaluru, Karnataka 560017",1B + G + 3 Floors,"37,355 Sft",2F,"1,935 Sft",Warm Shell,Immediate
Airport / Devanahalli,,Prestige Group,Prestige Terminus,"HAL Airport Road, Old Airport Arrival Rd, Murugeshpalya, Konena Agrahara, Bengaluru, Karnataka 560017",1B + G + 3 Floors,"37,355 Sft",1F,"2,460 Sft",,Occupied
Airport / Devanahalli,,Prestige Group,Prestige Terminus,"HAL Airport Road, Old Airport Arrival Rd, Murugeshpalya, Konena Agrahara, Bengaluru, Karnataka 560017",1B + G + 3 Floors,"37,355 Sft",1F,"6,660 Sft",Warm Shell,Immediate
Airport / Devanahalli,,Prestige Group,Prestige Terminus,"HAL Airport Road, Old Airport Arrival Rd, Murugeshpalya, Konena Agrahara, Bengaluru, Karnataka 560017",1B + G + 3 Floors,"37,355 Sft",1F,"1,200 Sft",Warm Shell,Immediate
Airport / Devanahalli,,Prestige Group,Prestige Terminus,"HAL Airport Road, Old Airport Arrival Rd, Murugeshpalya, Konena Agrahara, Bengaluru, Karnataka 560017",1B + G + 3 Floors,"37,355 Sft",GF,"6,250 Sft",Warm Shell,Immediate
Airport / Devanahalli,,Prestige Group,Prestige Terminus,"HAL Airport Road, Old Airport Arrival Rd, Murugeshpalya, Konena Agrahara, Bengaluru, Karnataka 560017",1B + G + 3 Floors,"37,355 Sft",GF,"3,810 Sft",,Occupied
ORR,,Prestige Group,Prestige Trinity Centre,"Prestige Trinity Centre, 4, Gear School Rd, Adarsh Palm Retreat, Bellandur, Bengaluru, Karnataka 560103",2B + G + 10 Floors,"2,68,711 Sft",10F,"24,442 Sft",,Occupied
ORR,,Prestige Group,Prestige Trinity Centre,"Prestige Trinity Centre, 4, Gear School Rd, Adarsh Palm Retreat, Bellandur, Bengaluru, Karnataka 560103",2B + G + 10 Floors,"2,68,711 Sft",9F,"24,773 Sft",,Occupied
ORR,,Prestige Group,Prestige Trinity Centre,"Prestige Trinity Centre, 4, Gear School Rd, Adarsh Palm Retreat, Bellandur, Bengaluru, Karnataka 560103",2B + G + 10 Floors,"2,68,711 Sft",8F,"24,880 Sft",,Immediate
ORR,,Prestige Group,Prestige Trinity Centre,"Prestige Trinity Centre, 4, Gear School Rd, Adarsh Palm Retreat, Bellandur, Bengaluru, Karnataka 560103",2B + G + 10 Floors,"2,68,711 Sft",7F,"24,880 Sft",,Immediate
ORR,,Prestige Group,Prestige Trinity Centre,"Prestige Trinity Centre, 4, Gear School Rd, Adarsh Palm Retreat, Bellandur, Bengaluru, Karnataka 560103",2B + G + 10 Floors,"2,68,711 Sft",6F,"24,733 Sft",,Immediate
ORR,,Prestige Group,Prestige Trinity Centre,"Prestige Trinity Centre, 4, Gear School Rd, Adarsh Palm Retreat, Bellandur, Bengaluru, Karnataka 560103",2B + G + 10 Floors,"2,68,711 Sft",5F,"24,873 Sft",,Immediate
ORR,,Prestige Group,Prestige Trinity Centre,"Prestige Trinity Centre, 4, Gear School Rd, Adarsh Palm Retreat, Bellandur, Bengaluru, Karnataka 560103",2B + G + 10 Floors,"2,68,711 Sft",4F,"24,873 Sft",,Immediate
ORR,,Prestige Group,Prestige Trinity Centre,"Prestige Trinity Centre, 4, Gear School Rd, Adarsh Palm Retreat, Bellandur, Bengaluru, Karnataka 560103",2B + G + 10 Floors,"2,68,711 Sft",3F,"24,873 Sft",,Immediate
ORR,,Prestige Group,Prestige Trinity Centre,"Prestige Trinity Centre, 4, Gear School Rd, Adarsh Palm Retreat, Bellandur, Bengaluru, Karnataka 560103",2B + G + 10 Floors,"2,68,711 Sft",2F,"24,873 Sft",,Immediate
ORR,,Prestige Group,Prestige Trinity Centre,"Prestige Trinity Centre, 4, Gear School Rd, Adarsh Palm Retreat, Bellandur, Bengaluru, Karnataka 560103",2B + G + 10 Floors,"2,68,711 Sft",1F,"11,771 Sft",,Immediate
ORR,,Prestige Group,Prestige Trinity Centre,"Prestige Trinity Centre, 4, Gear School Rd, Adarsh Palm Retreat, Bellandur, Bengaluru, Karnataka 560103",2B + G + 10 Floors,"2,68,711 Sft",1F,"11,770 Sft",,Occupied
ORR,,Prestige Group,Prestige Trinity Centre,"Prestige Trinity Centre, 4, Gear School Rd, Adarsh Palm Retreat, Bellandur, Bengaluru, Karnataka 560103",2B + G + 10 Floors,"2,68,711 Sft",GF,"21,916 Sft",,Occupied
North-BLR,,Prestige Group,Prestige Waterfront,"2JV6+33X, Jogappa Layout, Nagavara, Bengaluru, Karnataka 560045",3B + G + 16 Floors,"4,20,808 Sft",Terrace,"4,123 Sft",,Occupied
North-BLR,,Prestige Group,Prestige Waterfront,"2JV6+33X, Jogappa Layout, Nagavara, Bengaluru, Karnataka 560045",3B + G + 16 Floors,"4,20,808 Sft",16F,"27,100 Sft",,Occupied
North-BLR,,Prestige Group,Prestige Waterfront,"2JV6+33X, Jogappa Layout, Nagavara, Bengaluru, Karnataka 560045",3B + G + 16 Floors,"4,20,808 Sft",15F,"27,100 Sft",,Immediate
North-BLR,,Prestige Group,Prestige Waterfront,"2JV6+33X, Jogappa Layout, Nagavara, Bengaluru, Karnataka 560045",3B + G + 16 Floors,"4,20,808 Sft",14F,"23,392 Sft",,Immediate
North-BLR,,Prestige Group,Prestige Waterfront,"2JV6+33X, Jogappa Layout, Nagavara, Bengaluru, Karnataka 560045",3B + G + 16 Floors,"4,20,808 Sft",13F,"27,100 Sft",,Immediate
North-BLR,,Prestige Group,Prestige Waterfront,"2JV6+33X, Jogappa Layout, Nagavara, Bengaluru, Karnataka 560045",3B + G + 16 Floors,"4,20,808 Sft",12F,"27,100 Sft",,Immediate
North-BLR,,Prestige Group,Prestige Waterfront,"2JV6+33X, Jogappa Layout, Nagavara, Bengaluru, Karnataka 560045",3B + G + 16 Floors,"4,20,808 Sft",11F,"27,100 Sft",,Immediate
North-BLR,,Prestige Group,Prestige Waterfront,"2JV6+33X, Jogappa Layout, Nagavara, Bengaluru, Karnataka 560045",3B + G + 16 Floors,"4,20,808 Sft",10F,"23,739 Sft",,Immediate
North-BLR,,Prestige Group,Prestige Waterfront,"2JV6+33X, Jogappa Layout, Nagavara, Bengaluru, Karnataka 560045",3B + G + 16 Floors,"4,20,808 Sft",9F,"26,907 Sft",,Immediate
North-BLR,,Prestige Group,Prestige Waterfront,"2JV6+33X, Jogappa Layout, Nagavara, Bengaluru, Karnataka 560045",3B + G + 16 Floors,"4,20,808 Sft",8F,"26,907 Sft",,Immediate
North-BLR,,Prestige Group,Prestige Waterfront,"2JV6+33X, Jogappa Layout, Nagavara, Bengaluru, Karnataka 560045",3B + G + 16 Floors,"4,20,808 Sft",7F,"26,907 Sft",,Immediate
North-BLR,,Prestige Group,Prestige Waterfront,"2JV6+33X, Jogappa Layout, Nagavara, Bengaluru, Karnataka 560045",3B + G + 16 Floors,"4,20,808 Sft",6F,"23,739 Sft",,Immediate
North-BLR,,Prestige Group,Prestige Waterfront,"2JV6+33X, Jogappa Layout, Nagavara, Bengaluru, Karnataka 560045",3B + G + 16 Floors,"4,20,808 Sft",5F,"27,075 Sft",,Immediate
North-BLR,,Prestige Group,Prestige Waterfront,"2JV6+33X, Jogappa Layout, Nagavara, Bengaluru, Karnataka 560045",3B + G + 16 Floors,"4,20,808 Sft",4F,"27,075 Sft",,Immediate
North-BLR,,Prestige Group,Prestige Waterfront,"2JV6+33X, Jogappa Layout, Nagavara, Bengaluru, Karnataka 560045",3B + G + 16 Floors,"4,20,808 Sft",3F,"27,075 Sft",,Immediate
North-BLR,,Prestige Group,Prestige Waterfront,"2JV6+33X, Jogappa Layout, Nagavara, Bengaluru, Karnataka 560045",3B + G + 16 Floors,"4,20,808 Sft",2F,"27,075 Sft",,Immediate
North-BLR,,Prestige Group,Prestige Waterfront,"2JV6+33X, Jogappa Layout, Nagavara, Bengaluru, Karnataka 560045",3B + G + 16 Floors,"4,20,808 Sft",1F,"20,753 Sft",,Immediate
CBD,,Prestige Group,UB City,"24, Vittal Mallya Rd, KG Halli, D' Souza Layout, Ashok Nagar, Bengaluru, Karnataka 560001",2B + G + 19 Floors,"1,99,916 Sft",19F,"9,596 Sft",,Occupied
CBD,,Prestige Group,UB City,"24, Vittal Mallya Rd, KG Halli, D' Souza Layout, Ashok Nagar, Bengaluru, Karnataka 560001",2B + G + 19 Floors,"1,99,916 Sft",18F,"9,596 Sft",,Immediate
CBD,,Prestige Group,UB City,"24, Vittal Mallya Rd, KG Halli, D' Souza Layout, Ashok Nagar, Bengaluru, Karnataka 560001",2B + G + 19 Floors,"1,99,916 Sft",17F,"9,596 Sft",,Occupied
CBD,,Prestige Group,UB City,"24, Vittal Mallya Rd, KG Halli, D' Souza Layout, Ashok Nagar, Bengaluru, Karnataka 560001",2B + G + 19 Floors,"1,99,916 Sft",16F,"10,271 Sft",,Occupied
CBD,,Prestige Group,UB City,"24, Vittal Mallya Rd, KG Halli, D' Souza Layout, Ashok Nagar, Bengaluru, Karnataka 560001",2B + G + 19 Floors,"1,99,916 Sft",15F,"11,502 Sft",,Occupied
CBD,,Prestige Group,UB City,"24, Vittal Mallya Rd, KG Halli, D' Souza Layout, Ashok Nagar, Bengaluru, Karnataka 560001",2B + G + 19 Floors,"1,99,916 Sft",14F,"11,502 Sft",,Occupied
CBD,,Prestige Group,UB City,"24, Vittal Mallya Rd, KG Halli, D' Souza Layout, Ashok Nagar, Bengaluru, Karnataka 560001",2B + G + 19 Floors,"1,99,916 Sft",13F,"11,502 Sft",,Occupied
CBD,,Prestige Group,UB City,"24, Vittal Mallya Rd, KG Halli, D' Souza Layout, Ashok Nagar, Bengaluru, Karnataka 560001",2B + G + 19 Floors,"1,99,916 Sft",12F,"11,502 Sft",,Immediate
CBD,,Prestige Group,UB City,"24, Vittal Mallya Rd, KG Halli, D' Souza Layout, Ashok Nagar, Bengaluru, Karnataka 560001",2B + G + 19 Floors,"1,99,916 Sft",11F,"12,761 Sft",,Occupied
CBD,,Prestige Group,UB City,"24, Vittal Mallya Rd, KG Halli, D' Souza Layout, Ashok Nagar, Bengaluru, Karnataka 560001",2B + G + 19 Floors,"1,99,916 Sft",10F,"12,761 Sft",,Occupied
CBD,,Prestige Group,UB City,"24, Vittal Mallya Rd, KG Halli, D' Souza Layout, Ashok Nagar, Bengaluru, Karnataka 560001",2B + G + 19 Floors,"1,99,916 Sft",9F,"12,761 Sft",,Occupied
CBD,,Prestige Group,UB City,"24, Vittal Mallya Rd, KG Halli, D' Souza Layout, Ashok Nagar, Bengaluru, Karnataka 560001",2B + G + 19 Floors,"1,99,916 Sft",8F,"12,761 Sft",,Occupied
CBD,,Prestige Group,UB City,"24, Vittal Mallya Rd, KG Halli, D' Souza Layout, Ashok Nagar, Bengaluru, Karnataka 560001",2B + G + 19 Floors,"1,99,916 Sft",7F,"12,761 Sft",,Occupied
CBD,,Prestige Group,UB City,"24, Vittal Mallya Rd, KG Halli, D' Souza Layout, Ashok Nagar, Bengaluru, Karnataka 560001",2B + G + 19 Floors,"1,99,916 Sft",6F,"12,761 Sft",,Occupied
CBD,,Prestige Group,UB City,"24, Vittal Mallya Rd, KG Halli, D' Souza Layout, Ashok Nagar, Bengaluru, Karnataka 560001",2B + G + 19 Floors,"1,99,916 Sft",5F,"12,761 Sft",,Occupied
CBD,,Prestige Group,UB City,"24, Vittal Mallya Rd, KG Halli, D' Souza Layout, Ashok Nagar, Bengaluru, Karnataka 560001",2B + G + 19 Floors,"1,99,916 Sft",4F,"12,761 Sft",,Occupied
CBD,,Prestige Group,UB City,"24, Vittal Mallya Rd, KG Halli, D' Souza Layout, Ashok Nagar, Bengaluru, Karnataka 560001",2B + G + 19 Floors,"1,99,916 Sft",3F,"12,761 Sft",,Occupied
North-BLR,,Puravankara,Purva Aerocity - Block B,"Bellary Road, Chikajella, Bengaluru",,,4th - 16th,"9,00,000 Sft",Warm Shell,Immediate
North-BLR,,Puravankara,Purva Aerocity - Block D,"Bellary Road, Chikajella, Bengaluru",,,3rd - 12th,"4,00,000 Sft",Warm Shell,Immediate
E-City,,Puravankara,Purva Gainz,"Hosur Road, Electronic City, Bengaluru",,,1st,"29,000 Sft",Bare Shell,Immediate
Others,,Puravankara,Purva Zentech,"Kanakpura Road, Bengaluru",,,"1st - 4th, 12th - 15th","2,60,000 Sft",Warm Shell,Jul 2026
ORR,,RMZ Corp,Campus 20,"Outer Ring Road, Bengaluru",3 Basement Levels for Parking + Plaza (main drop-off) + 10 floors for office space,"12,20,000 Sft",,,,
ORR,,RMZ Corp,Campus 21,"Outer Ring Road, Bengaluru",,"7,10,000 Sft",,,,
ORR,,RMZ Corp,Campus 30,"Outer Ring Road, Bengaluru",3 Basement Levels for Parking + Ground (parking) + Plaza + 10 floors for office space,"17,20,000 Sft",,,,
ORR,,RMZ Corp,Campus 33,"Outer Ring Road, Bengaluru",3 Basement Levels for Parking + Ground (parking) + Plaza + 10 floors for office space,"17,20,000 Sft",,,,
ORR,,RMZ Corp,RMZ Ecoworld - Campus 20,"Outer Ring Road, Bangalore",,"19,50,000 Sft",4F,"29,012 Sft",Warm Shell,Immediate
ORR,,RMZ Corp,RMZ Ecoworld - Campus 20,"Outer Ring Road, Bangalore",,"19,50,000 Sft",Balance Floors,"19,20,988 Sft",-,Occupied
ORR,,RMZ Corp,RMZ Ecoworld - Tower 20,"Ecoworld, Bengaluru",,,1F,"87,000 Sft",,Immediate
ORR,,RMZ Corp,RMZ Ecoworld - Tower 20,"Ecoworld, Bengaluru",,,4F,"29,000 Sft",,Immediate
ORR,,RMZ Corp,RMZ Ecoworld - Tower 20,"Ecoworld, Bengaluru",,,8F,"58,000 Sft",,Immediate
ORR,,RMZ Corp,RMZ Ecoworld - Tower 21,"Ecoworld, Bengaluru",,,4F & 5F,"1,45,000 Sft",,Immediate
ORR,,RMZ Corp,RMZ Ecoworld - Tower 30,"Ecoworld, Bengaluru",,,2F,"45,000 Sft",,Immediate
ORR,,RMZ Corp,RMZ Ecoworld - Tower 30,"Ecoworld, Bengaluru",,,4F & 5F,"2,23,000 Sft",,Immediate
ORR,,RMZ Corp,RMZ Ecoworld - Tower 30,"Ecoworld, Bengaluru",,,7F,"1,12,000 Sft",,Immediate
ORR,,RMZ Corp,RMZ Ecoworld - Tower 33,"Ecoworld, Bengaluru",,,2F,"39,000 Sft",,Immediate
ORR,,RMZ Corp,RMZ Ecoworld - Tower 33,"Ecoworld, Bengaluru",,,3F,"48,000 Sft",,Immediate
ORR,,RMZ Corp,RMZ Ecoworld - Tower 33,"Ecoworld, Bengaluru",,,5F to 7F,"2,30,000 Sft",,Immediate
Others,,RMZ Corp,RMZ Millenia - Tower B,Bengaluru,,,4F,"5,800 Sft",,Immediate
Airport / Devanahalli,,SLK Green Group,SLK Green Park - Tower A,"Devanahalli, Bengaluru",B + G + 7,"3,50,578 Sft",,,,
Airport / Devanahalli,,SLK Green Group,SLK Green Park - Tower B,"Devanahalli, Bengaluru","B + G + 1F (MLCP) + 2F, 3F, 4F, 5F","2,48,765 Sft",2F,"60,625 Sft",Warm Shell,Immediate
Airport / Devanahalli,,SLK Green Group,SLK Green Park - Tower B,"Devanahalli, Bengaluru","B + G + 1F (MLCP) + 2F, 3F, 4F, 5F","2,48,765 Sft",3F,"63,650 Sft",Warm Shell,Immediate
Airport / Devanahalli,,SLK Green Group,SLK Green Park - Tower B,"Devanahalli, Bengaluru","B + G + 1F (MLCP) + 2F, 3F, 4F, 5F","2,48,765 Sft",4F,"61,250 Sft",Warm Shell,Immediate
Airport / Devanahalli,,SLK Green Group,SLK Green Park - Tower B,"Devanahalli, Bengaluru","B + G + 1F (MLCP) + 2F, 3F, 4F, 5F","2,48,765 Sft",Balance Floors,"63,240 Sft",-,Occupied
Airport / Devanahalli,,SLK Green Group,SLK Green Park - Tower B,"Devanahalli, Bengaluru",B + G + 1F (MLCP) + 4F,"2,48,765 Sft",2F,"60,625 Sft",Warm Shell,Immediate
Airport / Devanahalli,,SLK Green Group,SLK Green Park - Tower B,"Devanahalli, Bengaluru",B + G + 1F (MLCP) + 4F,"2,48,765 Sft",3F,"63,650 Sft",Warm Shell,Immediate
Airport / Devanahalli,,SLK Green Group,SLK Green Park - Tower B,"Devanahalli, Bengaluru",B + G + 1F (MLCP) + 4F,"2,48,765 Sft",4F,"61,250 Sft",Warm Shell,Immediate
Airport / Devanahalli,,SLK Green Group,SLK Green Park - Tower B,"Devanahalli, Bengaluru",B + G + 1F (MLCP) + 4F,"2,48,765 Sft",Balance Floors,"63,240 Sft",-,Occupied
North-BLR,,SLK Green Group,SLK1 - Yelahanka New Town,"Yelahankha New Town, Bengaluru",Basement Parking + G + 3 + Terrace Cafeteria,"1,19,510 Sft",GF,"23,488 Sft",Fully Furnished,Immediate
North-BLR,,SLK Green Group,SLK1 - Yelahanka New Town,"Yelahankha New Town, Bengaluru",Basement Parking + G + 3 + Terrace Cafeteria,"1,19,510 Sft",1F,"24,250 Sft",Fully Furnished,Immediate
North-BLR,,SLK Green Group,SLK1 - Yelahanka New Town,"Yelahankha New Town, Bengaluru",Basement Parking + G + 3 + Terrace Cafeteria,"1,19,510 Sft",2F,"24,250 Sft",Fully Furnished,Immediate
North-BLR,,SLK Green Group,SLK1 - Yelahanka New Town,"Yelahankha New Town, Bengaluru",Basement Parking + G + 3 + Terrace Cafeteria,"1,19,510 Sft",3F,"24,156 Sft",Fully Furnished,Immediate
North-BLR,,SLK Green Group,SLK1 - Yelahanka New Town,"Yelahankha New Town, Bengaluru",Basement Parking + G + 3 + Terrace Cafeteria,"1,19,510 Sft",Cafetaria on Top,,Fully Furnished,Immediate
North-BLR,,SLK Green Group,SLK1 - Yelahanka New Town,"Yelahankha New Town, Bengaluru",Basement Parking + G + 3 + Terrace Cafeteria,"1,19,510 Sft",Balance Floors,"23,366 Sft",-,Occupied
Others,,SLK Green Group,Tower B,Bengaluru Airport Business District,B + G + 4,"1,85,525 Sft",2F,,,Immediate
Others,,SLK Green Group,Tower B,Bengaluru Airport Business District,B + G + 4,"1,85,525 Sft",3F,,,Immediate
Others,,SLK Green Group,Tower B,Bengaluru Airport Business District,B + G + 4,"1,85,525 Sft",4F,,,Immediate
Others,,SLK Green Group,Tower B,Bengaluru,,"1,85,400 Sft","2F, 3F, 4F","1,85,400 Sft",Warm Shell,Immediate
Airport / Devanahalli,,SLK Green Group,Tower B,"SEZ SY NO.19/P, 20/1 and 20/2 Poojanahalli Village, Kasaba Hobli Devanahalli Taluk, Bengaluru",,,2F,"55,749 Sft",Warm Shell,Immediate
Airport / Devanahalli,,SLK Green Group,Tower B,"SEZ SY NO.19/P, 20/1 and 20/2 Poojanahalli Village, Kasaba Hobli Devanahalli Taluk, Bengaluru",,,3F,"55,536 Sft",Warm Shell,Apr 2026
Airport / Devanahalli,,SLK Green Group,Tower B,"SEZ SY NO.19/P, 20/1 and 20/2 Poojanahalli Village, Kasaba Hobli Devanahalli Taluk, Bengaluru",,,4F,"55,755 Sft",Warm Shell,Apr 2026
ORR,,Sattva Group,Cessna Business Park - Block B10,"Outer Ring Road, Bengaluru",B + G + 9,,Eighth,"59,186 Sft",Warm Shell,Immediate
ORR,,Sattva Group,Cessna Business Park - Block B11,"Outer Ring Road, Bengaluru",B + G + 9,,Sixth,"58,009 Sft",Fully Furnished,Jul 2026
ORR,,Sattva Group,Cessna Business Park - Block B11,"Outer Ring Road, Bengaluru",B + G + 9,,Second,"61,134 Sft",Warm Shell,Immediate
ORR,,Sattva Group,Cessna Business Park - Block B9,"Outer Ring Road, Bengaluru",B + G + 9,,Second,"62,885 Sft",Warm Shell,Immediate
ORR,,Sattva Group,Cessna Business Park - Block B9,"Outer Ring Road, Bengaluru",B + G + 9,,Third,"58,957 Sft",Warm Shell,Immediate
ORR,,Sattva Group,Cessna Business Park - Block B9,"Outer Ring Road, Bengaluru",B + G + 9,,Eighth,"17,878 Sft",Warm Shell,Immediate
ORR,,Sattva Group,Exora Business Park - Electra Block,"Outer Ring Road, Bengaluru",B + G + 9,,5th LVL - Wing A,"21,342 Sft",Fully Furnished,Immediate
ORR,,Sattva Group,Exora Business Park - Electra Block,"Outer Ring Road, Bengaluru",B + G + 9,,2nd LVL - Wing B,"47,291 Sft",Fully Furnished,Immediate
ORR,,Sattva Group,Exora Business Park - Electra Block,"Outer Ring Road, Bengaluru",B + G + 9,,3rd LVL - Wing B,"47,222 Sft",Fully Furnished,Immediate
