BLR - Categorization,Options,Builder / Developer,Building Name,Building Address / Location,Building Structure,Total Building Size [In Sq. Ft.],Available  Floors,Available - Area in Sft,Condition,Timeline
ORR,,Sattva Group,Exora Business Park - Electra Block,"Outer Ring Road, Bengaluru",B + G + 9,,4th LVL - Wing B,"47,256 Sft",Fully Furnished,Immediate
ORR,,Sattva Group,Exora Business Park - Elnath Block,"Outer Ring Road, Bengaluru",B + G + 9,,7th LVL - Wing A,"42,467 Sft",Fully Furnished,Immediate
ORR,,Sattva Group,Exora Business Park - Elnath Block,"Outer Ring Road, Bengaluru",B + G + 9,,9th LVL - Wing A,"38,136 Sft",Fully Furnished,Immediate
ORR,,Sattva Group,Exora Business Park - Elnath Block,"Outer Ring Road, Bengaluru",B + G + 9,,2nd LVL - Wing B,"52,332 Sft",Fully Furnished,Immediate
ORR,,Sattva Group,Exora Business Park - Elnath Block,"Outer Ring Road, Bengaluru",B + G + 9,,3rd LVL - Wing B,"52,335 Sft",Fully Furnished,Immediate
ORR,,Sattva Group,Exora Business Park - Elnath Block,"Outer Ring Road, Bengaluru",B + G + 9,,4th LVL - Wing B,"52,332 Sft",Fully Furnished,Immediate
ORR,,Sattva Group,Exora Business Park - Elnath Block,"Outer Ring Road, Bengaluru",B + G + 9,,5th LVL - Wing B,"27,874 Sft",Warm Shell,Immediate
ORR,,Sattva Group,Exora Business Park - Elnath Block,"Outer Ring Road, Bengaluru",B + G + 9,,9th LVL - Wing B,"46,905 Sft",Fully Furnished,Immediate
North-BLR,,Sattva Group,One Trade Tower,"North Bangalore, CBD, Bengaluru",3B + G + 23,,3B+G+23,"40,570 Sft",Fully Furnished,Jan 2027
Others,,Sattva Group,Salarpuria Infinity,"Bannerghata Road, Bengaluru",,,Ground Floor - Rear Wing,"8,585 Sft",,Immediate
Others,,Sattva Group,Salarpuria Infinity,"Bannerghata Road, Bengaluru",,,Second Floor - Front Wing,"22,800 Sft",Fully Furnished,Immediate
Others,,Sattva Group,Salarpuria Infinity,"Bannerghata Road, Bengaluru",,,Second Floor - Rear Wing,"30,300 Sft",Fully Furnished,Immediate
Others,,Sattva Group,Salarpuria Infinity,"Bannerghata Road, Bengaluru",,,Third Floor,"51,697 Sft",Fully Furnished,Immediate
Koramangala,,Sattva Group,Salarpuria Money Centre,"Koramangala, Bengaluru",,,Lower Ground Floor,650 Sft,,Immediate
Koramangala,,Sattva Group,Salarpuria Money Centre,"Koramangala, Bengaluru",,,Second Floor (Unit 204),"1,495 Sft",,Immediate
CBD,,Sattva Group,Salarpuria Money Point,"KH Road, Bengaluru",,,Third Floor (Unit 306),460 Sft,Bare Shell,Immediate
CBD,,Sattva Group,Salarpuria Money Point,"KH Road, Bengaluru",,,Fourth Floor (Unit 401),"2,000 Sft",Fully Furnished,Immediate
Others,,Sattva Group,Salarpuria Plaza,"Indranagar, Bengaluru",,,Third Floor,"1,500 Sft",Bare Shell,Immediate
Koramangala,,Sattva Group,Salarpuria Sapphire,"Adugodi Road, Bengaluru",,,GF,"17,624 Sft",,Immediate
Koramangala,,Sattva Group,Salarpuria Sapphire,"Adugodi Road, Bengaluru",,,First Floor,"19,257 Sft",,Immediate
E-City,,Sattva Group,Sattva Endeavor,"Electronics City, Phase - 2, Bengaluru",,"7,40,000 Sft",Ground + 11 Floors,"7,40,000 Sft",Warm Shell,Immediate
E-City,,Sattva Group,Sattva Endeavor,"Electronic City - Phase 2, Bengaluru",B + G + 13,,B + G + 13,"7,40,000 Sft",Warm Shell,Immediate
North-BLR,,Sattva Group,Sattva Galleria,"Bellary Road, Bengaluru",,,Sixth Floor,"24,781 Sft",Warm Shell,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower 3,"Mysore Road, Bengaluru",,,Fourth Floor,"71,687 Sft",Fully Furnished,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower 3,"Mysore Road, Bengaluru",,,Fifth Floor,"70,713 Sft",,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower A,"Mysore Road, Bengaluru",,,Third Floor (Part) - Wing B,"11,153 Sft",,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower A,"Mysore Road, Bengaluru",,,Fourth Floor - Wing B,"22,303 Sft",,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower A,"Mysore Road, Bengaluru",,,Sixth Floor - Wing B,"22,303 Sft",,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower A (SEZ),"Rajarajeshwari Nagar, Mysore Road, Bengaluru",Tower A & B - 2B + G + 7,,Third - Wing B,"11,151 Sft",Fully Furnished,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower A (SEZ),"Rajarajeshwari Nagar, Mysore Road, Bengaluru",Tower A & B - 2B + G + 7,,Fourth - Wing B,"22,303 Sft",Fully Furnished,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower A (SEZ),"Rajarajeshwari Nagar, Mysore Road, Bengaluru",Tower A & B - 2B + G + 7,,Sixth - Wing B,"21,074 Sft",Fully Furnished,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower B,"Mysore Road, Bengaluru",,,Ground Floor (Part),"28,347 Sft",Fully Furnished,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower B,"Mysore Road, Bengaluru",,,Third Floor,"49,892 Sft",,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower B,"Mysore Road, Bengaluru",,,Fifth Floor,"46,699 Sft",,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower B,"Mysore Road, Bengaluru",,,Sixth Floor,"46,604 Sft",,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower B,"Mysore Road, Bengaluru",,,Seventh Floor,"46,615 Sft",,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower B (SEZ),"Rajarajeshwari Nagar, Mysore Road, Bengaluru",Tower A & B - 2B + G + 7,,GF,"15,347 Sft",Fully Furnished,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower B (SEZ),"Rajarajeshwari Nagar, Mysore Road, Bengaluru",Tower A & B - 2B + G + 7,,Third,"49,892 Sft",Warm Shell,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower B (SEZ),"Rajarajeshwari Nagar, Mysore Road, Bengaluru",Tower A & B - 2B + G + 7,,Fifth,"46,699 Sft",Warm Shell,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower B (SEZ),"Rajarajeshwari Nagar, Mysore Road, Bengaluru",Tower A & B - 2B + G + 7,,Sixth,"46,604 Sft",Warm Shell,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower B (SEZ),"Rajarajeshwari Nagar, Mysore Road, Bengaluru",Tower A & B - 2B + G + 7,,Seventh,"46,615 Sft",Warm Shell,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower C,"Mysore Road, Bengaluru",,,Second Floor,"52,309 Sft",Fully Furnished,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower C,"Mysore Road, Bengaluru",,,Third Floor (Part),"29,209 Sft",,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower C,"Mysore Road, Bengaluru",,,Fourth Floor,"52,309 Sft",,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower C,"Mysore Road, Bengaluru",,,Fifth Floor,"52,309 Sft",,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower C,"Mysore Road, Bengaluru",,,Sixth Floor,"52,309 Sft",,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower C,"Mysore Road, Bengaluru",,,Eighth Floor,"18,466 Sft",,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower C (Non SEZ),"Rajarajeshwari Nagar, Mysore Road, Bengaluru",Tower C - 2B + G + 7; Tower DRC - G + 3,,Third,"29,853 Sft",Fully Furnished,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower C (Non SEZ),"Rajarajeshwari Nagar, Mysore Road, Bengaluru",Tower C - 2B + G + 7; Tower DRC - G + 3,,Fourth,"52,953 Sft",Fully Furnished,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower C (Non SEZ),"Rajarajeshwari Nagar, Mysore Road, Bengaluru",Tower C - 2B + G + 7; Tower DRC - G + 3,,Fifth,"52,953 Sft",Fully Furnished,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower C (Non SEZ),"Rajarajeshwari Nagar, Mysore Road, Bengaluru",Tower C - 2B + G + 7; Tower DRC - G + 3,,Sixth,"52,309 Sft",Fully Furnished,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower C (Non SEZ),"Rajarajeshwari Nagar, Mysore Road, Bengaluru",Tower C - 2B + G + 7; Tower DRC - G + 3,,Eighth,"18,466 Sft",Fully Furnished,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower E,"Mysore Road, Bengaluru",,,Fifth Floor,"65,952 Sft",Warm Shell,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower E (SEZ),"Rajarajeshwari Nagar, Mysore Road, Bengaluru",Tower D & F - B + G + 9,,Fifth,"69,004 Sft",Fully Furnished,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower F,"Mysore Road, Bengaluru",,,GF,"41,176 Sft",Warm Shell,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower F,"Mysore Road, Bengaluru",,,First Floor,"53,693 Sft",Warm Shell,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower F,"Mysore Road, Bengaluru",,,Sixth Floor,"56,580 Sft",Warm Shell,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower F,"Mysore Road, Bengaluru",,,Seventh Floor,"56,048 Sft",Warm Shell,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower F (SEZ),"Rajarajeshwari Nagar, Mysore Road, Bengaluru",Tower D & F - B + G + 9,,GF,"41,176 Sft",Warm Shell,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower F (SEZ),"Rajarajeshwari Nagar, Mysore Road, Bengaluru",Tower D & F - B + G + 9,,First,"53,693 Sft",Warm Shell,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower F (SEZ),"Rajarajeshwari Nagar, Mysore Road, Bengaluru",Tower D & F - B + G + 9,,Sixth,"56,048 Sft",Warm Shell,Immediate
West-BLR,,Sattva Group,Sattva Global City - Tower F (SEZ),"Rajarajeshwari Nagar, Mysore Road, Bengaluru",Tower D & F - B + G + 9,,Seventh,"56,048 Sft",Warm Shell,Immediate
E-City,,Sattva Group,Sattva Infozone,"Electronic City, Phase - 1, Bengaluru",,,Third Floor - Block B,"49,968 Sft",Warm Shell,Immediate
E-City,,Sattva Group,Sattva Infozone,"Electronic City, Phase - 1, Bengaluru",,,Fifth Floor - Block B,"17,000 Sft",,Immediate
E-City,,Sattva Group,Sattva Infozone,"Electronic City - Phase 1, Bengaluru",Block A - B + G + 4; Block B - B + G + 5,,Third - Block B,"49,968 Sft",Warm Shell,Immediate
E-City,,Sattva Group,Sattva Infozone,"Electronic City - Phase 1, Bengaluru",Block A - B + G + 4; Block B - B + G + 5,,Fifth - Block B,"17,000 Sft",Warm Shell,Immediate
Whitefield,,Sattva Group,Sattva Knowledge Court,"Whitefield, Bengaluru",2B + G + 10,,Sixth,"39,040 Sft",Warm Shell,Immediate
Old Madras Road,,Sattva Group,Sattva Magnificia,"Old Madras Road, Bengaluru",,,Second Floor,"22,543 Sft",Fully Furnished,Sep 2026
Old Madras Road,,Sattva Group,Sattva Magnificia,"Old Madras Road, Bengaluru",,,Sixth Floor,"22,543 Sft",Fully Furnished,Jul 2026
Old Madras Road,,Sattva Group,Sattva Magnificia,"Old Madras Road, Bengaluru",,,Seventh Floor,"22,543 Sft",Warm Shell,Immediate
ORR,,Sattva Group,Sattva Magnificia,"Outer Ring Road, Bengaluru",2B + G + 13,,Sixth,"22,375 Sft",Fully Furnished,Jul 2026
ORR,,Sattva Group,Sattva Magnificia,"Outer Ring Road, Bengaluru",2B + G + 13,,Seventh,"22,375 Sft",Warm Shell,Immediate
ORR,,Sattva Group,Sattva Softzone,"Outer Ring Road, Bengaluru",,,Ground Floor - Block A,"7,966 Sft",,Immediate
ORR,,Sattva Group,Sattva Softzone,"Outer Ring Road, Bengaluru",,,Ground Floor - Block A,"21,320 Sft",,Immediate
ORR,,Sattva Group,Sattva Softzone,"Outer Ring Road, Bengaluru",,,Ground Floor - Block A,"16,900 Sft",,Immediate
ORR,,Sattva Group,Sattva Softzone,"Outer Ring Road, Bengaluru",,,First Floor - Block A,"20,013 Sft",,Immediate
ORR,,Sattva Group,Sattva Softzone,"Outer Ring Road, Bengaluru",Block A: B + G + 6; Block B: B + G + 4,,Ground - Block A,"7,966 Sft",Fully Furnished,Immediate
ORR,,Sattva Group,Sattva Softzone,"Outer Ring Road, Bengaluru",Block A: B + G + 6; Block B: B + G + 4,,Ground - Block A,"21,320 Sft",Fully Furnished,Immediate
ORR,,Sattva Group,Sattva Softzone,"Outer Ring Road, Bengaluru",Block A: B + G + 6; Block B: B + G + 4,,Ground - Block A,"16,900 Sft",Fully Furnished,May 2026
ORR,,Sattva Group,Sattva Softzone,"Outer Ring Road, Bengaluru",Block A: B + G + 6; Block B: B + G + 4,,First - Block A,"20,013 Sft",Fully Furnished,Immediate
ORR,,Sattva Group,Sattva Softzone,"Outer Ring Road, Bengaluru",Block A: B + G + 6; Block B: B + G + 4,,First - Block A,"26,089 Sft",Fully Furnished,May 2026
ORR,,Sattva Group,Sattva Softzone,"Outer Ring Road, Bengaluru",Block A: B + G + 6; Block B: B + G + 4,,Third - Block B,"27,328 Sft",Fully Furnished,Nov 2026
E-City,,Sattva Group,Sattva South Avenue,"Electronics City, Phase - 2, Bengaluru",,,Fourth Floor,"92,235 Sft",,Immediate
E-City,,Sattva Group,Sattva South Avenue,"Electronics City, Phase - 2, Bengaluru",,,Fifth Floor,"92,235 Sft",Warm Shell,Immediate
E-City,,Sattva Group,Sattva South Avenue,"Electronics City, Phase - 2, Bengaluru",,,Sixth Floor,"91,211 Sft",,Immediate
E-City,,Sattva Group,Sattva South Avenue,"Electronic City - Phase 2, Bengaluru",3B + G + 2MLCP + 5,,Fourth,"92,235 Sft",Warm Shell,Immediate
E-City,,Sattva Group,Sattva South Avenue,"Electronic City - Phase 2, Bengaluru",3B + G + 2MLCP + 5,,Fifth,"92,235 Sft",Warm Shell,Immediate
E-City,,Sattva Group,Sattva South Avenue,"Electronic City - Phase 2, Bengaluru",3B + G + 2MLCP + 5,,Sixth,"91,211 Sft",Warm Shell,Immediate
Others,,Sattva Group,Sattva Spectrum,"Sarjapura Road, Bengaluru",,"7,51,000 Sft",Ground + 11 Floors,"7,51,000 Sft",Warm Shell,Immediate
Sarjapur Road,,Sattva Group,Sattva Spectrum,"Sarjapur Road (Off Outer Ring Road), Bengaluru",3B + G + 11,,3B + G + 11,"7,50,000 Sft",Warm Shell,Immediate
ORR,,Sattva Group,Sattva Supreme,"Outer Ring Road, Bengaluru",,,Second Floor - East Wing,"26,106 Sft",Fully Furnished,Immediate
ORR,,Sattva Group,Sattva Supreme,"Outer Ring Road, Bengaluru",,,Second Floor - West Wing,,Managed Office,Immediate
ORR,,Sattva Group,Sattva Supreme,"Outer Ring Road, Bengaluru",B + G + 3,,Second - East Wing,"26,106 Sft",Fully Furnished,Immediate
ORR,,Sattva Group,Sattva Supreme,"Outer Ring Road, Bengaluru",B + G + 3,,Second - West Wing,"13,064 Sft",Fully Furnished,Immediate
E-City,,Sattva Group,Sattva Symphony,"Hosur Road, Bengaluru",,,Third Floor,"32,799 Sft",,Immediate
E-City,,Sattva Group,Sattva Symphony,"Hosur Road, Bengaluru",,,Fourth Floor,"32,099 Sft",Warm Shell,Immediate
E-City,,Sattva Group,Sattva Symphony,"Hosur Road, Bengaluru",,,Fifth Floor,"21,658 Sft",,Immediate
Whitefield,,Sattva Group,Sattva Tech Park - Akash Block,"Whitefield, Bengaluru",,,First Floor - Wing A,"38,822 Sft",,Immediate
Whitefield,,Sattva Group,Sattva Tech Park - Akash Block,"Whitefield, Bengaluru",,,Second Floor - Wing A,"39,367 Sft",,Immediate
Whitefield,,Sattva Group,Sattva Tech Park - Akash Block,"Whitefield, Bengaluru",,,Third Floor - Wing A,"39,367 Sft",Warm Shell,Immediate
Whitefield,,Sattva Group,Sattva Tech Park - Akash Block,"Whitefield, Bengaluru",,,First Floor - Wing B,"44,456 Sft",,Immediate
Whitefield,,Sattva Group,Sattva Tech Park - Akash Block,"Whitefield, Bengaluru",,,Second Floor - Wing B,"42,446 Sft",,Immediate
Whitefield,,Sattva Group,Sattva Tech Park - Akash Block,"Whitefield, Bengaluru",,,Third Floor - Wing B,"42,446 Sft",,Immediate
Whitefield,,Sattva Group,Sattva Tech Park - Akash Block,"Whitefield, Bengaluru",,,Fourth Floor - Wing B,"42,446 Sft",Fully Furnished,Immediate
Whitefield,,Sattva Group,Sattva Tech Park - Akash Block,"Whitefield, Bengaluru",,,Fifth Floor - Wing B,"42,446 Sft",,Immediate
Whitefield,,Sattva Group,Sattva Tech Park - Akash Block,"Whitefield, Bengaluru",,,Sixth Floor - Wing B,"42,446 Sft",,Immediate
Whitefield,,Sattva Group,Sattva Tech Park - Akash Block,"Whitefield, Bengaluru",,,Seventh Floor - Wing B,"40,673 Sft",Warm Shell,Immediate
Whitefield,,Sattva Group,Sattva Tech Park - Akash Block,"Whitefield, Bengaluru",,,Eighth Floor - Wing B,"39,236 Sft",,Immediate
Whitefield,,Sattva Group,Sattva Tech Park - Akash Block,"Whitefield, Bengaluru",,,Ninth Floor - Wing B,"28,528 Sft",Fully Furnished,Immediate
Whitefield,,Sattva Group,Sattva Tech Park - Jal Block,"Whitefield, Bengaluru",,,Ground Floor - Office 2,"18,979 Sft",,Immediate
Whitefield,,Sattva Group,Sattva Tech Park - Jal Block,"Whitefield, Bengaluru",,,First Floor,"46,423 Sft",Warm Shell,Immediate
Whitefield,,Sattva Group,Sattva Tech Park - Jal Block,"Whitefield, Bengaluru",,,Second Floor (Part),"23,527 Sft",,Immediate
Whitefield,,Sattva Group,Sattva Tech Park - Vayu Block,"Whitefield, Bengaluru",,,Third Floor,"46,262 Sft",Fully Furnished,Immediate
Whitefield,,Sattva Group,Sattva Tech Park - Vayu Block,"Whitefield, Bengaluru",,,Fifth Floor,"44,840 Sft",Warm Shell,Immediate
Whitefield,,Sattva Group,Sattva Tech Park - Vayu Block,"Whitefield, Bengaluru",,,Sixth Floor,"37,044 Sft",,Immediate
E-City,,Sattva Group,Sattva Texonic - Tower A & B,"Jigani Road, Electronics City, Bengaluru",,"25,00,000 Sft",Ground + 16 Floors,"25,00,000 Sft",Warm Shell,Jun 2028
ORR,,Sattva Group,Sattva Touchstone,"Outer Ring Road, Bengaluru",,,Lower Ground Floor - Block B,"2,178 Sft",Fully Furnished,Immediate
ORR,,Sattva Group,Sattva Touchstone,"Outer Ring Road, Bengaluru",,,Ground Floor - Block B,"10,249 Sft",Warm Shell,Immediate
ORR,,Sattva Group,Sattva Touchstone,"Outer Ring Road, Bengaluru",,,Ground Floor - Block B,"21,228 Sft",,Immediate
ORR,,Sattva Group,Sattva Touchstone,"Outer Ring Road, Bengaluru",,,Ground Floor - Block A,"25,478 Sft",,Immediate
ORR,,Sattva Group,Sattva Touchstone,"Outer Ring Road, Bengaluru",,,First Floor - Block B,"32,970 Sft",Warm Shell,Immediate
ORR,,Sattva Group,Sattva Touchstone,"Outer Ring Road, Bengaluru",,,First Floor - Block B,"14,416 Sft",Fully Furnished,Immediate
ORR,,Sattva Group,Sattva Touchstone,"Outer Ring Road, Bengaluru",,,Third Floor - Block A,"17,606 Sft",Warm Shell,Immediate
ORR,,Sattva Group,Sattva Touchstone,"Outer Ring Road, Bengaluru",,,Third Floor - Block B,"48,445 Sft",,Immediate
ORR,,Sattva Group,Sattva Touchstone,"Outer Ring Road, Bengaluru",,,Fifth Floor - Block A,"17,606 Sft",Fully Furnished,Aug 2026
ORR,,Sattva Group,Sattva Touchstone,"Outer Ring Road, Bengaluru",,,Fifth Floor - Block B,"16,095 Sft",,Immediate
ORR,,Sattva Group,Sattva Touchstone,"Outer Ring Road, Bengaluru",,,First Floor - Block A,"25,894 Sft",,Immediate
ORR,,Sattva Group,Sattva Touchstone,"Outer Ring Road, Bengaluru",,,Third Floor - Block B,"27,328 Sft",,Nov 2026
ORR,,Sattva Group,Sattva Touchstone,"Outer Ring Road, Bengaluru",Block A - 2B + G + 5; Block B - 2B + G + 5,,GF,"10,249 Sft",Warm Shell,Immediate
ORR,,Sattva Group,Sattva Touchstone,"Outer Ring Road, Bengaluru",Block A - 2B + G + 5; Block B - 2B + G + 5,,GF,"21,228 Sft",Fully Furnished,Immediate
ORR,,Sattva Group,Sattva Touchstone,"Outer Ring Road, Bengaluru",Block A - 2B + G + 5; Block B - 2B + G + 5,,GF,"25,478 Sft",Fully Furnished,Immediate
ORR,,Sattva Group,Sattva Touchstone,"Outer Ring Road, Bengaluru",Block A - 2B + G + 5; Block B - 2B + G + 5,,First,"32,970 Sft",Warm Shell,Immediate
ORR,,Sattva Group,Sattva Touchstone,"Outer Ring Road, Bengaluru",Block A - 2B + G + 5; Block B - 2B + G + 5,,First,"14,416 Sft",Fully Furnished,Immediate
ORR,,Sattva Group,Sattva Touchstone,"Outer Ring Road, Bengaluru",Block A - 2B + G + 5; Block B - 2B + G + 5,,Third,"48,445 Sft",Fully Furnished,Immediate
ORR,,Sattva Group,Sattva Touchstone,"Outer Ring Road, Bengaluru",Block A - 2B + G + 5; Block B - 2B + G + 5,,Third,"17,606 Sft",Fully Furnished,Immediate
ORR,,Sattva Group,Sattva Touchstone,"Outer Ring Road, Bengaluru",Block A - 2B + G + 5; Block B - 2B + G + 5,,Fifth,"16,095 Sft",Fully Furnished,Immediate
CBD,,Sattva Group,Sattva Windsor,"Ulsoor Road, Bengaluru",,,GF,"4,906 Sft",Fully Furnished,Immediate
CBD,,Sattva Group,Sattva Windsor,"Ulsoor Road, Bengaluru",,,Third Floor,"10,380 Sft",Warm Shell,Immediate
CBD,,Skav,SKAV 909,"Lavelle Road, Bengaluru","3 Basements, G + 19 floors","2,80,000 Sft",16F,"6,652 Sft",Bare Shell,Immediate
CBD,,Skav,SKAV 909,"Lavelle Road, Bengaluru","3 Basements, G + 19 floors","2,80,000 Sft",5F,"9,841 Sft",Bare Shell,Aug 2026
CBD,,Skav,SKAV 909,"Lavelle Road, Bengaluru","3 Basements, G + 19 floors","2,80,000 Sft",Balance Floors,"2,63,507 Sft",-,Occupied
CBD,,Skav,SKAV Nava,"Infantry Road, Bengaluru","1 Basement, G + 3 floors","40,000 Sft",GF,"2,918 Sft",Bare Shell,Immediate
CBD,,Skav,SKAV Nava,"Infantry Road, Bengaluru","1 Basement, G + 3 floors","40,000 Sft",GF,"4,565 Sft",Bare Shell,Immediate
CBD,,Skav,SKAV Nava,"Infantry Road, Bengaluru","1 Basement, G + 3 floors","40,000 Sft",FIRST,"8,417 Sft",Bare Shell,Immediate
CBD,,Skav,SKAV Nava,"Infantry Road, Bengaluru","1 Basement, G + 3 floors","40,000 Sft",Balance Floors,"24,100 Sft",-,Occupied
Whitefield,,Skav,SKAV Raha,"Whitefield Main Road, Bengaluru","1 Basement, G + 12 floors","2,92,050 Sft",GROUND (Front Facing),"9,180 Sft",Bare Shell,Immediate
Whitefield,,Skav,SKAV Raha,"Whitefield Main Road, Bengaluru","1 Basement, G + 12 floors","2,92,050 Sft",GROUND (Rear Facing),"11,232 Sft",Bare Shell,Immediate
Whitefield,,Skav,SKAV Raha,"Whitefield Main Road, Bengaluru","1 Basement, G + 12 floors","2,92,050 Sft",FIRST (Front Facing),"10,162 Sft",Bare Shell,Immediate
Whitefield,,Skav,SKAV Raha,"Whitefield Main Road, Bengaluru","1 Basement, G + 12 floors","2,92,050 Sft",FIRST (Rear Facing),"10,903 Sft",Bare Shell,Immediate
Whitefield,,Skav,SKAV Raha,"Whitefield Main Road, Bengaluru","1 Basement, G + 12 floors","2,92,050 Sft",SECOND / TENTH,"23,000 Sft",Bare Shell,Immediate
Whitefield,,Skav,SKAV Raha,"Whitefield Main Road, Bengaluru","1 Basement, G + 12 floors","2,92,050 Sft",ELEVENTH / TWELFTH,"23,000 Sft",Bare Shell,Immediate
Whitefield,,Skav,SKAV Raha,"Whitefield Main Road, Bengaluru","1 Basement, G + 12 floors","2,92,050 Sft",Balance Floors,"2,04,573 Sft",-,Occupied
CBD,,Skav,SKAV Seethalakshmi,"#21, Kasturba Road, Bengaluru",,"1,20,000 Sft",14F,"6,804 Sft",Bare Shell,Immediate
CBD,,Skav,SKAV Seethalakshmi,"#21, Kasturba Road, Bengaluru",,"1,20,000 Sft",Balance Floors,"1,13,196 Sft",-,Occupied
Others,,Skav,SKAV Silver Cloud,"Mahalakshmipuram, Bengaluru","1 Basement, G + 9 floors","1,44,000 Sft",FIRST,"15,417 Sft",Bare Shell,Immediate
Others,,Skav,SKAV Silver Cloud,"Mahalakshmipuram, Bengaluru","1 Basement, G + 9 floors","1,44,000 Sft","2ND ,3RD &4th FLOOR","16,023 Sft",Bare Shell,Immediate
Others,,Skav,SKAV Silver Cloud,"Mahalakshmipuram, Bengaluru","1 Basement, G + 9 floors","1,44,000 Sft",5TH,"8,011 Sft",Bare Shell,Immediate
Others,,Skav,SKAV Silver Cloud,"Mahalakshmipuram, Bengaluru","1 Basement, G + 9 floors","1,44,000 Sft",9TH,"16,023 Sft",Bare Shell,Immediate
Others,,Skav,SKAV Silver Cloud,"Mahalakshmipuram, Bengaluru","1 Basement, G + 9 floors","1,44,000 Sft",Balance Floors,"88,526 Sft",-,Occupied
ORR,,Umiya Group,Umiya Business Bay 1 - Cessna Business Park,"Kadubesanahalli Outer Ring Road, Bengaluru",,,5F,"14,208 Sft",Warm Shell,Immediate
ORR,,Umiya Group,Umiya Business Bay 1 - Cessna Business Park,"Kadubesanahalli Outer Ring Road, Bengaluru",,,5F,"16,317 Sft",Fully Furnished,Immediate
ORR,,Umiya Group,Umiya Business Bay 1 - Cessna Business Park,"Kadubesanahalli Outer Ring Road, Bengaluru",,,8F,"18,825 Sft",Fully Furnished,Immediate
ORR,,Umiya Group,Umiya Business Bay 2 - Cessna Business Park,"Kadubesanahalli Outer Ring Road, Bengaluru",,,7F,"39,000 Sft",Fully Furnished,Immediate
Koramangala,,Umiya Group,Umiya Emporium,"Koramangala, Bengaluru",,,1F,"2,486 Sft",Fully Furnished,Immediate
Koramangala,,Umiya Group,Umiya Emporium,"Koramangala, Bengaluru",,,1F,"9,144 Sft",Warm Shell,Immediate
North-BLR,,Umiya Group,Umiya Vellociti,"Hebbal, Bengaluru",,,9F,"16,000 Sft",Warm Shell,Immediate
North-BLR,,Umiya Group,Umiya Vellociti,"Hebbal, Bengaluru",,,9F,"13,440 Sft",Warm Shell,Immediate
North-BLR,,Umiya Group,Umiya Vellociti,"Hebbal, Bengaluru",,,10F,"17,920 Sft",Warm Shell,Immediate
North-BLR,,Umiya Group,Umiya Vellociti,"Hebbal, Bengaluru",,,10F,"17,920 Sft",Warm Shell,Immediate
North-BLR,,Umiya Group,Umiya Vellociti,"Hebbal, Bengaluru",,,11F,"16,000 Sft",Warm Shell,Immediate
North-BLR,,Umiya Group,Umiya Vellociti,"Hebbal, Bengaluru",,,11F,"17,920 Sft",Warm Shell,Immediate
North-BLR,,Umiya Group,Umiya Vellociti,"Hebbal, Bengaluru",,,11F,"16,640 Sft",Warm Shell,Immediate
North-BLR,,Umiya Group,Umiya Vellociti,"Hebbal, Bengaluru",,,11F,"17,920 Sft",Warm Shell,Immediate
North-BLR,,Umiya Group,Umiya Vellociti,"Hebbal, Bengaluru",,,12F,"17,920 Sft",Warm Shell,Immediate
Others,,Vaishnavi Group,Vaishnavi BVS Senate,Bengaluru,,"5,21,000 Sft",,,,
